,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,postcentral-rh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.15286624203821655,0.14012738853503184,0.09872611464968153,0.1592356687898089,0.14331210191082802,0.09872611464968153,0.10828025477707007,0.09872611464968153
inferiorparietal-rh,0.1543859649122807,0.1649122807017544,0.0912280701754386,0.1649122807017544,0.14035087719298245,0.0912280701754386,0.10175438596491228,0.0912280701754386
parsopercularis-lh,0.10689655172413794,0.0896551724137931,0.18620689655172415,0.1206896551724138,0.12413793103448276,0.13448275862068965,0.12413793103448276,0.11379310344827587
postcentral-rh,0.13994169096209913,0.13702623906705538,0.10204081632653061,0.16034985422740525,0.1457725947521866,0.10495626822157435,0.11370262390670553,0.09620991253644315
superiorfrontal-rh,0.13803680981595093,0.12269938650306748,0.10736196319018405,0.15030674846625766,0.15030674846625766,0.11042944785276074,0.1196319018404908,0.10122699386503067
superiorparietal-lh,0.11355311355311355,0.09523809523809523,0.1391941391941392,0.1282051282051282,0.13186813186813187,0.1391941391941392,0.13186813186813187,0.12087912087912088
superiorparietal-rh,0.12056737588652482,0.10283687943262411,0.12411347517730496,0.1347517730496454,0.13829787234042554,0.1276595744680851,0.1347517730496454,0.11702127659574468
supramarginal-rh,0.11654135338345864,0.09774436090225563,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.13157894736842105,0.12781954887218044
