,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P4,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,AF8,AF4,F2,FCz
Fp1,0.08426966292134831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08707865168539326,0.0,0.014044943820224719,0.0,0.08426966292134831,0.0,0.0,0.07303370786516854,0.0,0.0,0.0,0.07865168539325842,0.0,0.0,0.016853932584269662,0.0,0.0,0.07584269662921349,0.03089887640449438,0.0,0.0,0.056179775280898875,0.08707865168539326,0.08707865168539326,0.0,0.0,0.08426966292134831,0.08146067415730338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05898876404494382,0.0,0.0,0.0,0.0
Fz,0.0,0.06539235412474849,0.06740442655935613,0.0,0.026156941649899398,0.01710261569416499,0.06539235412474849,0.06740442655935613,0.030181086519114688,0.02716297786720322,0.0,0.059356136820925554,0.0,0.0,0.0,0.0030181086519114686,0.0,0.0,0.03822937625754527,0.0,0.0,0.0,0.03621730382293763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026156941649899398,0.05331991951710262,0.0,0.0,0.0,0.06639839034205232,0.004024144869215292,0.0,0.0,0.06438631790744467,0.0,0.0,0.035211267605633804,0.0,0.030181086519114688,0.03118712273641851,0.0,0.039235412474849095,0.0,0.02716297786720322,0.005030181086519115,0.06539235412474849,0.0,0.0,0.0,0.015090543259557344,0.03420523138832998
F3,0.0,0.06327900287631831,0.08437200383509108,0.0,0.024928092042186004,0.016299137104506232,0.06423777564717162,0.06999041227229147,0.028763183125599234,0.02588686481303931,0.0,0.05656759348034516,0.0,0.0,0.0,0.004793863854266539,0.0,0.0,0.0364333652924257,0.0,0.0,0.0,0.03451581975071908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024928092042186004,0.05752636625119847,0.0,0.0,0.0,0.06327900287631831,0.003835091083413231,0.0,0.0,0.06999041227229147,0.0,0.0,0.03355704697986577,0.0,0.028763183125599234,0.030680728667305847,0.0,0.037392138063279005,0.0,0.02588686481303931,0.004793863854266539,0.062320230105465,0.0,0.0,0.0,0.014381591562799617,0.032598274209012464
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.052123552123552123,0.052123552123552123,0.0,0.05019305019305019,0.032818532818532815,0.05019305019305019,0.052123552123552123,0.03861003861003861,0.04247104247104247,0.0,0.04826254826254826,0.0,0.0,0.0,0.0,0.0,0.0,0.05019305019305019,0.0,0.0,0.0,0.04826254826254826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023166023166023165,0.04054054054054054,0.0,0.0,0.0,0.052123552123552123,0.007722007722007722,0.0,0.0,0.04826254826254826,0.0,0.0,0.0444015444015444,0.0,0.0444015444015444,0.03088803088803089,0.0,0.052123552123552123,0.0,0.02895752895752896,0.0,0.052123552123552123,0.0,0.0,0.0,0.017374517374517374,0.04054054054054054
FC5,0.0,0.056074766355140186,0.056074766355140186,0.0,0.056074766355140186,0.0529595015576324,0.0529595015576324,0.056074766355140186,0.03426791277258567,0.040498442367601244,0.0,0.04984423676012461,0.0,0.0,0.0,0.0,0.0,0.0,0.0529595015576324,0.0,0.0,0.0,0.04984423676012461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009345794392523364,0.037383177570093455,0.0,0.0,0.0,0.056074766355140186,0.012461059190031152,0.0,0.0,0.04984423676012461,0.0,0.0,0.04361370716510903,0.0,0.04361370716510903,0.021806853582554516,0.0,0.056074766355140186,0.0,0.018691588785046728,0.0,0.056074766355140186,0.0,0.0,0.0,0.0,0.037383177570093455
FC1,0.0,0.061991869918699184,0.06707317073170732,0.0,0.024390243902439025,0.01524390243902439,0.06605691056910569,0.06707317073170732,0.03048780487804878,0.027439024390243903,0.0,0.059959349593495935,0.0,0.0,0.0,0.00508130081300813,0.0,0.0,0.037601626016260166,0.0,0.0,0.0,0.036585365853658534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026422764227642278,0.057926829268292686,0.0,0.0,0.0,0.06402439024390244,0.0040650406504065045,0.0,0.0,0.06808943089430894,0.0,0.0,0.03556910569105691,0.0,0.03048780487804878,0.032520325203252036,0.0,0.037601626016260166,0.0,0.027439024390243903,0.00508130081300813,0.061991869918699184,0.0,0.0,0.0,0.01524390243902439,0.034552845528455285
C3,0.0,0.06299212598425197,0.07086614173228346,0.0,0.024606299212598427,0.015748031496062992,0.06594488188976377,0.06988188976377953,0.02952755905511811,0.0265748031496063,0.0,0.058070866141732284,0.0,0.0,0.0,0.004921259842519685,0.0,0.0,0.03740157480314961,0.0,0.0,0.0,0.03543307086614173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025590551181102362,0.05905511811023622,0.0,0.0,0.0,0.0639763779527559,0.003937007874015748,0.0,0.0,0.06988188976377953,0.0,0.0,0.0344488188976378,0.0,0.02952755905511811,0.031496062992125984,0.0,0.03740157480314961,0.0,0.0265748031496063,0.004921259842519685,0.06299212598425197,0.0,0.0,0.0,0.014763779527559055,0.03346456692913386
T7,0.0,0.04792332268370607,0.04792332268370607,0.0,0.02875399361022364,0.01437699680511182,0.04792332268370607,0.04792332268370607,0.0463258785942492,0.038338658146964855,0.0,0.04792332268370607,0.0,0.0,0.0,0.0,0.0,0.0,0.04792332268370607,0.0,0.0,0.0,0.04792332268370607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036741214057507986,0.04792332268370607,0.0,0.0,0.0,0.04792332268370607,0.006389776357827476,0.0,0.0,0.04792332268370607,0.0,0.0,0.04792332268370607,0.0,0.04153354632587859,0.04313099041533546,0.0,0.04792332268370607,0.0,0.04153354632587859,0.007987220447284345,0.04792332268370607,0.0,0.0,0.0,0.023961661341853034,0.04792332268370607
TP9,0.0,0.04712041884816754,0.04712041884816754,0.0,0.034904013961605584,0.019197207678883072,0.04712041884816754,0.04712041884816754,0.04537521815008726,0.04537521815008726,0.0,0.04712041884816754,0.0,0.0,0.0,0.0,0.0,0.0,0.04712041884816754,0.0,0.0,0.0,0.04712041884816754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031413612565445025,0.04712041884816754,0.0,0.0,0.0,0.04712041884816754,0.006980802792321117,0.0,0.0,0.04712041884816754,0.0,0.0,0.04712041884816754,0.0,0.04712041884816754,0.038394415357766144,0.0,0.04712041884816754,0.0,0.03664921465968586,0.008726003490401396,0.04712041884816754,0.0,0.0,0.0,0.02617801047120419,0.04712041884816754
