,entorhinal-rh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.45292014302741357,0.18235995232419547,0.04648390941597139,0.07985697258641239,0.07508939213349225,0.03098927294398093,0.066746126340882,0.06555423122765197
frontalpole-rh,0.19875,0.48625,0.03625,0.02125,0.0375,0.0425,0.1175,0.06
medialorbitofrontal-lh,0.0399002493765586,0.02493765586034913,0.5760598503740648,0.14588528678304238,0.03740648379052369,0.0685785536159601,0.059850374064837904,0.04738154613466334
parahippocampal-rh,0.0715909090909091,0.020454545454545454,0.11477272727272728,0.47613636363636364,0.16022727272727272,0.03295454545454545,0.08181818181818182,0.042045454545454546
rostralanteriorcingulate-lh,0.09927007299270073,0.05547445255474453,0.026277372262773723,0.1854014598540146,0.4321167883211679,0.043795620437956206,0.11678832116788321,0.040875912408759124
temporalpole-lh,0.035398230088495575,0.051622418879056046,0.07669616519174041,0.03982300884955752,0.04424778761061947,0.6873156342182891,0.035398230088495575,0.029498525073746312
temporalpole-rh,0.09314359637774904,0.13583441138421734,0.04657179818887452,0.08796895213454076,0.11254851228978008,0.028460543337645538,0.47089262613195343,0.02457956015523933
transversetemporal-rh,0.07853403141361257,0.06980802792321117,0.08027923211169284,0.06282722513089005,0.03664921465968586,0.031413612565445025,0.019197207678883072,0.6212914485165794
