,cuneus-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parsorbitalis-lh,pericalcarine-rh,temporalpole-lh
cuneus-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.2,0.0,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.0,0.11428571428571428
frontalpole-lh,0.0,0.0,0.7058823529411765,0.0784313725490196,0.0196078431372549,0.0,0.19607843137254902,0.0
frontalpole-rh,0.0,0.08235294117647059,0.07058823529411765,0.2823529411764706,0.25882352941176473,0.17647058823529413,0.08235294117647059,0.047058823529411764
medialorbitofrontal-lh,0.0,0.0603448275862069,0.04310344827586207,0.19827586206896552,0.3706896551724138,0.25862068965517243,0.034482758620689655,0.034482758620689655
parsorbitalis-lh,0.0,0.07368421052631578,0.0,0.16842105263157894,0.3473684210526316,0.3684210526315789,0.0,0.042105263157894736
pericalcarine-rh,0.0,0.0,0.4,0.16666666666666666,0.06666666666666667,0.0,0.36666666666666664,0.0
temporalpole-lh,0.0,0.20833333333333334,0.0,0.20833333333333334,0.20833333333333334,0.20833333333333334,0.0,0.16666666666666666
