,postcentral-rh,precentral-lh,precentral-rh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
postcentral-rh,0.12727272727272726,0.13636363636363635,0.13636363636363635,0.1,0.13636363636363635,0.12727272727272726,0.1,0.13636363636363635
precentral-lh,0.125,0.1346153846153846,0.1346153846153846,0.10576923076923077,0.1346153846153846,0.125,0.10576923076923077,0.1346153846153846
precentral-rh,0.125,0.1346153846153846,0.1346153846153846,0.10576923076923077,0.1346153846153846,0.125,0.10576923076923077,0.1346153846153846
rostralmiddlefrontal-lh,0.10714285714285714,0.11904761904761904,0.11904761904761904,0.20238095238095238,0.11904761904761904,0.10714285714285714,0.10714285714285714,0.11904761904761904
superiorfrontal-rh,0.125,0.1346153846153846,0.1346153846153846,0.10576923076923077,0.1346153846153846,0.125,0.10576923076923077,0.1346153846153846
superiorparietal-rh,0.12931034482758622,0.13793103448275862,0.13793103448275862,0.09482758620689655,0.13793103448275862,0.12931034482758622,0.09482758620689655,0.13793103448275862
superiortemporal-lh,0.11392405063291139,0.12658227848101267,0.12658227848101267,0.11392405063291139,0.12658227848101267,0.11392405063291139,0.1518987341772152,0.12658227848101267
superiortemporal-rh,0.12727272727272726,0.13636363636363635,0.13636363636363635,0.1,0.13636363636363635,0.12727272727272726,0.1,0.13636363636363635
