,caudalmiddlefrontal-rh,parsopercularis-lh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-rh,0.21568627450980393,0.058823529411764705,0.11764705882352941,0.19607843137254902,0.17647058823529413,0.1568627450980392,0.0,0.0784313725490196
parsopercularis-lh,0.1,0.2,0.16,0.04,0.12,0.14,0.02,0.22
postcentral-rh,0.14814814814814814,0.1111111111111111,0.16666666666666666,0.09259259259259259,0.16666666666666666,0.18518518518518517,0.0,0.12962962962962962
rostralmiddlefrontal-lh,0.23529411764705882,0.0,0.08823529411764706,0.3235294117647059,0.17647058823529413,0.14705882352941177,0.0,0.029411764705882353
rostralmiddlefrontal-rh,0.2037037037037037,0.07407407407407407,0.12962962962962962,0.14814814814814814,0.18518518518518517,0.16666666666666666,0.0,0.09259259259259259
superiortemporal-lh,0.17543859649122806,0.08771929824561403,0.14035087719298245,0.12280701754385964,0.19298245614035087,0.17543859649122806,0.0,0.10526315789473684
superiortemporal-rh,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.7391304347826086,0.13043478260869565
supramarginal-lh,0.10909090909090909,0.18181818181818182,0.16363636363636364,0.05454545454545454,0.12727272727272726,0.14545454545454545,0.01818181818181818,0.2
