,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.5,0.0,0.0,0.15,0.0,0.2,0.0,0.15
caudalmiddlefrontal-rh,0.0,0.4117647058823529,0.17647058823529413,0.0,0.23529411764705882,0.17647058823529413,0.0,0.0
postcentral-rh,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0.38095238095238093,0.0,0.0
rostralmiddlefrontal-lh,0.045454545454545456,0.0,0.0,0.6818181818181818,0.0,0.18181818181818182,0.0,0.09090909090909091
rostralmiddlefrontal-rh,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.16666666666666666,0.0
superiorfrontal-rh,0.1111111111111111,0.1388888888888889,0.16666666666666666,0.08333333333333333,0.0,0.4166666666666667,0.0,0.08333333333333333
superiortemporal-lh,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.6153846153846154,0.0
superiortemporal-rh,0.23529411764705882,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.7058823529411765
