,entorhinal-lh,frontalpole-rh,medialorbitofrontal-lh,parsopercularis-lh,pericalcarine-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
entorhinal-lh,0.6113989637305699,0.13989637305699482,0.15025906735751296,0.0025906735751295338,0.0,0.06735751295336788,0.012953367875647668,0.015544041450777202
frontalpole-rh,0.1455026455026455,0.6851851851851852,0.0873015873015873,0.0,0.0,0.06878306878306878,0.013227513227513227,0.0
medialorbitofrontal-lh,0.16917293233082706,0.15789473684210525,0.4849624060150376,0.0,0.0,0.09022556390977443,0.02631578947368421,0.07142857142857142
parsopercularis-lh,0.0,0.0,0.0,0.8108108108108109,0.0,0.138996138996139,0.0,0.05019305019305019
pericalcarine-rh,0.0,0.0,0.0,0.0,0.9718875502008032,0.0,0.0,0.028112449799196786
temporalpole-lh,0.0761904761904762,0.04523809523809524,0.02142857142857143,0.12380952380952381,0.0,0.6976190476190476,0.0,0.03571428571428571
temporalpole-rh,0.011527377521613832,0.025936599423631124,0.03170028818443804,0.0,0.0,0.002881844380403458,0.9279538904899135,0.0
transversetemporal-lh,0.006329113924050633,0.0,0.07911392405063292,0.028481012658227847,0.02531645569620253,0.07278481012658228,0.0,0.7879746835443038
