,frontalpole-lh,frontalpole-rh,middletemporal-lh,parahippocampal-lh,parstriangularis-rh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh
frontalpole-lh,0.8102189781021898,0.08759124087591241,0.0,0.014598540145985401,0.01824817518248175,0.040145985401459854,0.0,0.029197080291970802
frontalpole-rh,0.04155124653739612,0.6897506925207756,0.008310249307479225,0.0221606648199446,0.09418282548476455,0.1440443213296399,0.0,0.0
middletemporal-lh,0.0,0.023148148148148147,0.6527777777777778,0.2222222222222222,0.0,0.041666666666666664,0.041666666666666664,0.018518518518518517
parahippocampal-lh,0.012422360248447204,0.031055900621118012,0.13664596273291926,0.6708074534161491,0.0,0.059006211180124224,0.003105590062111801,0.08695652173913043
parstriangularis-rh,0.016722408026755852,0.11371237458193979,0.0,0.0,0.6923076923076923,0.17725752508361203,0.0,0.0
rostralanteriorcingulate-rh,0.02188183807439825,0.10722100656455143,0.024070021881838075,0.05032822757111598,0.10722100656455143,0.6280087527352297,0.0,0.061269146608315096
temporalpole-lh,0.0,0.0,0.033962264150943396,0.011320754716981131,0.0,0.0,0.9547169811320755,0.0
temporalpole-rh,0.025936599423631124,0.0,0.008645533141210375,0.07204610951008646,0.0,0.08357348703170028,0.002881844380403458,0.8069164265129684
