,frontalpole-lh,insula-rh,paracentral-lh,paracentral-rh,parahippocampal-lh,parsorbitalis-lh,parsorbitalis-rh,temporalpole-rh
frontalpole-lh,0.4069767441860465,0.0,0.08139534883720931,0.1744186046511628,0.0,0.20930232558139536,0.11627906976744186,0.011627906976744186
insula-rh,0.0,0.7560975609756098,0.0,0.0,0.24390243902439024,0.0,0.0,0.0
paracentral-lh,0.08411214953271028,0.0,0.32710280373831774,0.2616822429906542,0.0,0.1308411214953271,0.009345794392523364,0.18691588785046728
paracentral-rh,0.15178571428571427,0.0,0.21428571428571427,0.32142857142857145,0.0,0.13392857142857142,0.08035714285714286,0.09821428571428571
parahippocampal-lh,0.0,0.225,0.0,0.0,0.775,0.0,0.0,0.0
parsorbitalis-lh,0.22,0.0,0.12,0.17,0.0,0.35,0.08,0.06
parsorbitalis-rh,0.13114754098360656,0.0,0.0,0.11475409836065574,0.0,0.06557377049180328,0.4918032786885246,0.19672131147540983
temporalpole-rh,0.030927835051546393,0.0,0.2268041237113402,0.15463917525773196,0.0,0.08247422680412371,0.12371134020618557,0.38144329896907214
