,bankssts-lh,entorhinal-lh,frontalpole-rh,inferiortemporal-lh,insula-lh,middletemporal-lh,parahippocampal-lh,superiortemporal-lh
bankssts-lh,0.3902439024390244,0.07317073170731707,0.0,0.13414634146341464,0.08536585365853659,0.012195121951219513,0.15853658536585366,0.14634146341463414
entorhinal-lh,0.07042253521126761,0.22535211267605634,0.0,0.08450704225352113,0.22535211267605634,0.0,0.18309859154929578,0.2112676056338028
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.15853658536585366,0.12195121951219512,0.0,0.23170731707317074,0.14634146341463414,0.0,0.17073170731707318,0.17073170731707318
insula-lh,0.07333333333333333,0.21333333333333335,0.0,0.09333333333333334,0.23333333333333334,0.0,0.18,0.20666666666666667
middletemporal-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-lh,0.1259259259259259,0.16296296296296298,0.0,0.11851851851851852,0.17037037037037037,0.0,0.21481481481481482,0.2074074074074074
superiortemporal-lh,0.10884353741496598,0.17687074829931973,0.0,0.10884353741496598,0.1836734693877551,0.0,0.20408163265306123,0.21768707482993196
