,insula-rh,lateraloccipital-lh,parsorbitalis-lh,parsorbitalis-rh,pericalcarine-lh,precuneus-lh,precuneus-rh,superiorparietal-rh
insula-rh,0.5675675675675675,0.04054054054054054,0.0,0.0,0.0,0.08108108108108109,0.1891891891891892,0.12162162162162163
lateraloccipital-lh,0.05714285714285714,0.5571428571428572,0.0,0.0,0.0,0.05714285714285714,0.12857142857142856,0.2
parsorbitalis-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.8125,0.0,0.0,0.1875,0.0
pericalcarine-lh,0.0,0.0,0.0,0.0,0.8108108108108109,0.1891891891891892,0.0,0.0
precuneus-lh,0.10606060606060606,0.045454545454545456,0.0,0.0,0.13636363636363635,0.5,0.10606060606060606,0.10606060606060606
precuneus-rh,0.16901408450704225,0.08450704225352113,0.0,0.11267605633802817,0.0,0.08450704225352113,0.4084507042253521,0.14084507042253522
superiorparietal-rh,0.14285714285714285,0.23214285714285715,0.0,0.0,0.0,0.10714285714285714,0.16071428571428573,0.35714285714285715
