,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-lh,0.8214285714285714,0.0,0.0,0.11083743842364532,0.050492610837438424,0.0,0.003694581280788177,0.013546798029556651
frontalpole-rh,0.0,0.3683862433862434,0.0,0.1779100529100529,0.1746031746031746,0.0,0.2791005291005291,0.0
isthmuscingulate-rh,0.0,0.0,0.58913813459268,0.0,0.0,0.41086186540731995,0.0,0.0
medialorbitofrontal-lh,0.05847255369928401,0.15214797136038186,0.0,0.324582338902148,0.2684964200477327,0.0,0.19630071599045346,0.0
medialorbitofrontal-rh,0.03147077713551702,0.16184971098265896,0.0,0.28644829800899163,0.30956968529222867,0.0,0.21066152858060372,0.0
parahippocampal-rh,0.0,0.0,0.34603501544799176,0.0,0.0,0.6210092687950567,0.0,0.032955715756951595
rostralanteriorcingulate-lh,0.0031486146095717885,0.258816120906801,0.0,0.21473551637279598,0.21536523929471033,0.0,0.3079345088161209,0.0
temporalpole-rh,0.018072289156626505,0.0,0.0,0.0,0.0,0.0642570281124498,0.0,0.9176706827309237
