,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,frontalpole-rh,parsorbitalis-lh,posteriorcingulate-lh,posteriorcingulate-rh,superiorfrontal-rh
caudalanteriorcingulate-lh,0.22699386503067484,0.2147239263803681,0.08588957055214724,0.10429447852760736,0.0,0.12269938650306748,0.1165644171779141,0.12883435582822086
caudalanteriorcingulate-rh,0.21818181818181817,0.23030303030303031,0.07878787878787878,0.10303030303030303,0.0,0.10909090909090909,0.10909090909090909,0.15151515151515152
frontalpole-lh,0.07207207207207207,0.06306306306306306,0.36036036036036034,0.11711711711711711,0.0,0.1891891891891892,0.1981981981981982,0.0
frontalpole-rh,0.0948905109489051,0.0948905109489051,0.10948905109489052,0.32116788321167883,0.08029197080291971,0.145985401459854,0.145985401459854,0.0072992700729927005
parsorbitalis-lh,0.0,0.0,0.016129032258064516,0.11290322580645161,0.8387096774193549,0.0,0.0,0.03225806451612903
posteriorcingulate-lh,0.1,0.09230769230769231,0.18461538461538463,0.12307692307692308,0.0,0.2692307692307692,0.23076923076923078,0.0
posteriorcingulate-rh,0.104,0.096,0.192,0.136,0.0,0.24,0.232,0.0
superiorfrontal-rh,0.22727272727272727,0.2636363636363636,0.00909090909090909,0.045454545454545456,0.00909090909090909,0.02727272727272727,0.03636363636363636,0.38181818181818183
