,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,postcentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.14285714285714285,0.19047619047619047,0.10714285714285714,0.14285714285714285,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.03571428571428571
caudalmiddlefrontal-rh,0.08771929824561403,0.22807017543859648,0.13157894736842105,0.12280701754385964,0.14035087719298245,0.18421052631578946,0.05263157894736842,0.05263157894736842
postcentral-lh,0.06862745098039216,0.1568627450980392,0.22549019607843138,0.10784313725490197,0.12745098039215685,0.14705882352941177,0.11764705882352941,0.049019607843137254
postcentral-rh,0.09473684210526316,0.15789473684210525,0.11578947368421053,0.2,0.15789473684210525,0.16842105263157894,0.06315789473684211,0.042105263157894736
superiorfrontal-lh,0.09615384615384616,0.19230769230769232,0.125,0.1346153846153846,0.18269230769230768,0.17307692307692307,0.04807692307692308,0.04807692307692308
superiorfrontal-rh,0.0847457627118644,0.1864406779661017,0.11864406779661017,0.11864406779661017,0.15254237288135594,0.211864406779661,0.05084745762711865,0.07627118644067797
superiorparietal-lh,0.07142857142857142,0.09183673469387756,0.14285714285714285,0.10204081632653061,0.09183673469387756,0.11224489795918367,0.336734693877551,0.05102040816326531
superiortemporal-rh,0.07142857142857142,0.12857142857142856,0.14285714285714285,0.1,0.12857142857142856,0.17142857142857143,0.04285714285714286,0.21428571428571427
