,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.2028985507246377,0.0,0.0,0.14492753623188406,0.21739130434782608,0.18840579710144928,0.13043478260869565,0.11594202898550725
parsopercularis-lh,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
rostralmiddlefrontal-rh,0.15714285714285714,0.0,0.0,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.18571428571428572,0.15714285714285714
superiorfrontal-lh,0.2,0.0,0.0,0.12857142857142856,0.2571428571428571,0.2,0.11428571428571428,0.1
superiorfrontal-rh,0.20270270270270271,0.0,0.0,0.13513513513513514,0.22972972972972974,0.20270270270270271,0.12162162162162163,0.10810810810810811
superiorparietal-rh,0.15492957746478872,0.0,0.0,0.2112676056338028,0.14084507042253522,0.14084507042253522,0.19718309859154928,0.15492957746478872
superiortemporal-rh,0.14492753623188406,0.0,0.0,0.15942028985507245,0.13043478260869565,0.14492753623188406,0.15942028985507245,0.2608695652173913
