,TP10,FT10,F4,F8,AFz,F1,C5,FCz
TP10,0.632768361581921,0.0,0.0,0.0,0.3672316384180791,0.0,0.0,0.0
FT10,0.0,0.7611336032388664,0.0,0.0,0.0,0.2388663967611336,0.0,0.0
F4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.8201058201058201,0.0,0.1746031746031746,0.0,0.005291005291005291
AFz,0.22857142857142856,0.0,0.0,0.0,0.7714285714285715,0.0,0.0,0.0
F1,0.0,0.13211845102505695,0.0,0.07972665148063782,0.0,0.7881548974943052,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
