,Pz,Oz,TP10,Fp2,AFz,F1,CPz,F2
Pz,0.35501355013550134,0.2872628726287263,0.0,0.0,0.35772357723577236,0.0,0.0,0.0
Oz,0.334375,0.33125,0.0,0.0,0.334375,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.3283208020050125,0.2656641604010025,0.0,0.0,0.40601503759398494,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
