,TP10,FT10,F4,F8,AFz,F1,C5,FCz
TP10,0.632768361581921,0.0,0.0,0.0,0.3672316384180791,0.0,0.0,0.0
FT10,0.0,0.49572649572649574,0.0,0.0,0.0,0.5042735042735043,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.7130434782608696,0.0,0.28695652173913044,0.0,0.0
AFz,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
F1,0.0,0.2600896860986547,0.0,0.15695067264573992,0.0,0.5829596412556054,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
