,Pz,Oz,TP10,Fp2,AFz,F1,CPz,F2
Pz,0.4871382636655949,0.17041800643086816,0.0,0.0,0.21864951768488747,0.0,0.0,0.12379421221864952
Oz,0.22717622080679406,0.5456475583864119,0.0,0.0,0.22717622080679406,0.0,0.0,0.0
TP10,0.0,0.0,0.5474006116207951,0.0,0.0,0.1743119266055046,0.2782874617737003,0.0
Fp2,0.0,0.0,0.0,0.6090534979423868,0.39094650205761317,0.0,0.0,0.0
AFz,0.21647819063004847,0.17124394184168013,0.0,0.15508885298869143,0.4378029079159935,0.0,0.0,0.01938610662358643
F1,0.0,0.0,0.14583333333333334,0.0,0.0,0.7526041666666666,0.1015625,0.0
CPz,0.0,0.0,0.2263681592039801,0.0,0.0,0.09950248756218906,0.6741293532338308,0.0
F2,0.34545454545454546,0.0,0.0,0.0,0.05,0.0,0.0,0.6045454545454545
