,Pz,Oz,TP10,Fp2,AFz,F1,CPz,F2
Pz,0.49673202614379086,0.0,0.0,0.0,0.0,0.0,0.0,0.5032679738562091
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
CPz,0.0,0.0,0.0,0.0,0.0,0.43478260869565216,0.5652173913043478,0.0
F2,0.4470588235294118,0.0,0.0,0.0,0.0,0.0,0.0,0.5529411764705883
