,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.06713780918727916,0.015901060070671377,0.0,0.0,0.00530035335689046,0.0,0.0636042402826855,0.06890459363957598,0.0035335689045936395,0.0,0.0017667844522968198,0.0017667844522968198,0.06713780918727916,0.0017667844522968198,0.0035335689045936395,0.0035335689045936395,0.0,0.045936395759717315,0.0017667844522968198,0.037102473498233215,0.0,0.03180212014134275,0.007067137809187279,0.0017667844522968198,0.00530035335689046,0.0,0.007067137809187279,0.00530035335689046,0.044169611307420496,0.0,0.054770318021201414,0.04946996466431095,0.0,0.061837455830388695,0.0017667844522968198,0.0,0.0,0.00530035335689046,0.0,0.0035335689045936395,0.0035335689045936395,0.0,0.0035335689045936395,0.06890459363957598,0.0035335689045936395,0.02120141342756184,0.0353356890459364,0.0017667844522968198,0.0035335689045936395,0.007067137809187279,0.00530035335689046,0.007067137809187279,0.0176678445229682,0.0636042402826855,0.06713780918727916,0.00530035335689046,0.0017667844522968198,0.0035335689045936395,0.0017667844522968198,0.0035335689045936395,0.0017667844522968198,0.0017667844522968198,0.0035335689045936395
Fz,0.04784688995215311,0.03827751196172249,0.0,0.0,0.014354066985645933,0.0,0.04784688995215311,0.04784688995215311,0.0,0.0,0.004784688995215311,0.0,0.04784688995215311,0.004784688995215311,0.009569377990430622,0.0,0.0,0.04784688995215311,0.0,0.04784688995215311,0.0,0.04784688995215311,0.019138755980861243,0.0,0.0,0.0,0.019138755980861243,0.0,0.04784688995215311,0.0,0.04784688995215311,0.04784688995215311,0.0,0.04784688995215311,0.0,0.0,0.0,0.014354066985645933,0.0,0.0,0.0,0.0,0.0,0.04784688995215311,0.0,0.0430622009569378,0.04784688995215311,0.0,0.009569377990430622,0.019138755980861243,0.014354066985645933,0.019138755980861243,0.03827751196172249,0.04784688995215311,0.04784688995215311,0.014354066985645933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.03170731707317073,0.036585365853658534,0.0,0.036585365853658534,0.0,0.0,0.036585365853658534,0.03170731707317073,0.0,0.036585365853658534,0.0,0.0,0.0,0.036585365853658534,0.036585365853658534,0.0,0.036585365853658534,0.0,0.007317073170731708,0.0,0.0,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.0,0.036585365853658534,0.0,0.0,0.0,0.0,0.036585365853658534,0.0,0.036585365853658534,0.036585365853658534,0.0,0.0,0.0,0.036585365853658534,0.036585365853658534,0.0,0.026829268292682926,0.0,0.036585365853658534,0.0,0.0,0.03170731707317073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03170731707317073,0.036585365853658534,0.036585365853658534,0.036585365853658534,0.03414634146341464,0.036585365853658534,0.036585365853658534
FT9,0.0,0.0,0.016910935738444193,0.04735062006764374,0.0,0.038331454340473504,0.0,0.0,0.03945885005636979,0.019165727170236752,0.0,0.03269447576099211,0.0,0.0,0.0,0.048478015783540024,0.02705749718151071,0.0,0.038331454340473504,0.0,0.0033821871476888386,0.0,0.0,0.03494926719278467,0.04509582863585118,0.038331454340473504,0.0,0.04735062006764374,0.0,0.0,0.0,0.0,0.033821871476888386,0.0,0.02705749718151071,0.02818489289740699,0.0,0.0,0.0,0.04735062006764374,0.043968432919954906,0.0,0.018038331454340473,0.0,0.043968432919954906,0.0,0.0,0.02254791431792559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02254791431792559,0.03945885005636979,0.03945885005636979,0.038331454340473504,0.02367531003382187,0.046223224351747465,0.048478015783540024
FC5,0.03773584905660377,0.03773584905660377,0.0,0.0,0.02830188679245283,0.0,0.03773584905660377,0.03773584905660377,0.0,0.0,0.009433962264150943,0.0,0.03773584905660377,0.009433962264150943,0.018867924528301886,0.0,0.0,0.03773584905660377,0.0,0.03773584905660377,0.0,0.03773584905660377,0.03773584905660377,0.0,0.0,0.0,0.03773584905660377,0.0,0.03773584905660377,0.0,0.03773584905660377,0.03773584905660377,0.0,0.03773584905660377,0.0,0.0,0.0,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,0.03773584905660377,0.03773584905660377,0.0,0.018867924528301886,0.03773584905660377,0.02830188679245283,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.02830188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.018963337547408345,0.04298356510745891,0.0,0.040455120101137804,0.0,0.0,0.041719342604298354,0.021491782553729456,0.0,0.035398230088495575,0.0,0.0,0.0,0.041719342604298354,0.029077117572692796,0.0,0.040455120101137804,0.0,0.0037926675094816687,0.0,0.0,0.03792667509481669,0.040455120101137804,0.040455120101137804,0.0,0.040455120101137804,0.0,0.0,0.0,0.0,0.03666245259165613,0.0,0.029077117572692796,0.03034134007585335,0.0,0.0,0.0,0.041719342604298354,0.041719342604298354,0.0,0.020227560050568902,0.0,0.040455120101137804,0.0,0.0,0.025284450063211124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025284450063211124,0.041719342604298354,0.041719342604298354,0.040455120101137804,0.02654867256637168,0.041719342604298354,0.041719342604298354
C3,0.07014388489208633,0.01618705035971223,0.0,0.0,0.00539568345323741,0.0,0.0683453237410072,0.0737410071942446,0.0,0.0,0.0017985611510791368,0.0,0.07194244604316546,0.0017985611510791368,0.0035971223021582736,0.0,0.0,0.050359712230215826,0.0,0.03776978417266187,0.0,0.030575539568345324,0.007194244604316547,0.0,0.0017985611510791368,0.0,0.007194244604316547,0.0017985611510791368,0.048561151079136694,0.0,0.05935251798561151,0.052158273381294966,0.0,0.06654676258992806,0.0,0.0,0.0,0.00539568345323741,0.0,0.0,0.0,0.0,0.0,0.0737410071942446,0.0,0.02158273381294964,0.03597122302158273,0.0,0.0035971223021582736,0.007194244604316547,0.00539568345323741,0.007194244604316547,0.017985611510791366,0.0683453237410072,0.07194244604316546,0.00539568345323741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0686106346483705,0.015437392795883362,0.0,0.0,0.005145797598627788,0.0,0.0686106346483705,0.08061749571183534,0.0,0.0,0.0017152658662092624,0.0,0.07890222984562607,0.0017152658662092624,0.003430531732418525,0.0,0.0,0.048027444253859346,0.0,0.036020583190394515,0.0,0.029159519725557463,0.00686106346483705,0.0,0.0017152658662092624,0.0,0.00686106346483705,0.0017152658662092624,0.04631217838765009,0.0,0.05660377358490566,0.04974271012006861,0.0,0.0634648370497427,0.0,0.0,0.0,0.005145797598627788,0.0,0.0,0.0,0.0,0.0,0.0823327615780446,0.0,0.02058319039451115,0.03430531732418525,0.0,0.003430531732418525,0.00686106346483705,0.005145797598627788,0.00686106346483705,0.017152658662092625,0.0686106346483705,0.07375643224699828,0.005145797598627788,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.01694915254237288,0.04293785310734463,0.0,0.03954802259887006,0.0,0.0,0.04180790960451977,0.020338983050847456,0.0,0.03502824858757062,0.0,0.0,0.0,0.04293785310734463,0.02824858757062147,0.0,0.04067796610169491,0.0,0.003389830508474576,0.0,0.0,0.03728813559322034,0.04180790960451977,0.03954802259887006,0.0,0.04180790960451977,0.0,0.0,0.0,0.0,0.03502824858757062,0.0,0.02937853107344633,0.02937853107344633,0.0,0.0,0.0,0.04293785310734463,0.04293785310734463,0.0,0.020338983050847456,0.0,0.04180790960451977,0.0,0.0,0.024858757062146894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024858757062146894,0.04180790960451977,0.04180790960451977,0.04067796610169491,0.02598870056497175,0.04293785310734463,0.04293785310734463
CP5,0.0,0.0,0.030181086519114688,0.03621730382293763,0.0,0.03621730382293763,0.0,0.0,0.03621730382293763,0.03219315895372234,0.0,0.03621730382293763,0.0,0.0,0.0,0.03621730382293763,0.03621730382293763,0.0,0.03621730382293763,0.0,0.006036217303822937,0.0,0.0,0.03621730382293763,0.03621730382293763,0.03621730382293763,0.0,0.03621730382293763,0.0,0.0,0.0,0.0,0.03621730382293763,0.0,0.03621730382293763,0.03621730382293763,0.0,0.0,0.0,0.03621730382293763,0.03621730382293763,0.0,0.030181086519114688,0.0,0.03621730382293763,0.0,0.0,0.03420523138832998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03420523138832998,0.03621730382293763,0.03621730382293763,0.03621730382293763,0.03621730382293763,0.03621730382293763,0.03621730382293763
