,Fp1,FT9,CP1,Cz,F4,Fp2,F6,AF4
Fp1,0.4918032786885246,0.0,0.0,0.0,0.0,0.5081967213114754,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.32978723404255317,0.0,0.0,0.0,0.32978723404255317,0.3404255319148936
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.48739495798319327,0.0,0.0,0.0,0.0,0.5126050420168067,0.0,0.0
F6,0.0,0.0,0.2909090909090909,0.0,0.0,0.0,0.34545454545454546,0.36363636363636365
AF4,0.0,0.0,0.256,0.0,0.0,0.0,0.312,0.432
