,Fp1,T7,Cz,Fp2,PO7,PO3,AF8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.5454545454545454,0.19696969696969696,0.0,0.07575757575757576,0.13636363636363635,0.045454545454545456,0.0
Cz,0.0,0.35,0.325,0.0,0.025,0.225,0.075,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.375,0.0,0.0,0.625,0.0,0.0,0.0
PO3,0.0,0.3125,0.3125,0.0,0.0,0.28125,0.09375,0.0
AF8,0.0,0.26666666666666666,0.26666666666666666,0.0,0.0,0.26666666666666666,0.2,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
