,entorhinal-lh,entorhinal-rh,frontalpole-lh,frontalpole-rh,rostralanteriorcingulate-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,0.3780487804878049,0.13414634146341464,0.0975609756097561,0.13414634146341464,0.14634146341463414,0.0,0.10975609756097561,0.0
entorhinal-rh,0.3611111111111111,0.3055555555555556,0.2222222222222222,0.0,0.027777777777777776,0.0,0.08333333333333333,0.0
frontalpole-lh,0.18666666666666668,0.16,0.5733333333333334,0.05333333333333334,0.0,0.0,0.02666666666666667,0.0
frontalpole-rh,0.040983606557377046,0.0,0.01639344262295082,0.5245901639344263,0.22950819672131148,0.1721311475409836,0.01639344262295082,0.0
rostralanteriorcingulate-lh,0.058823529411764705,0.0,0.0,0.3333333333333333,0.4803921568627451,0.09803921568627451,0.029411764705882353,0.0
temporalpole-lh,0.0,0.0,0.07692307692307693,0.28846153846153844,0.11538461538461539,0.5192307692307693,0.0,0.0
temporalpole-rh,0.3103448275862069,0.034482758620689655,0.0,0.1724137931034483,0.2413793103448276,0.0,0.2413793103448276,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
