,Fp1,FT9,T7,TP9,T8,Fp2,TP7,AF8
Fp1,0.3103448275862069,0.0,0.0,0.0,0.0,0.3448275862068966,0.0,0.3448275862068966
FT9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.3050847457627119,0.0,0.0,0.0,0.0,0.3389830508474576,0.0,0.3559322033898305
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.3050847457627119,0.0,0.0,0.0,0.0,0.3389830508474576,0.0,0.3559322033898305
