,FT9,FC1,TP9,Oz,Fp2,AF7,C1,P2
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.5555555555555556,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.6363636363636364,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
