,FT9,C4,FT10,FC6,F8,Fp2,AF7,AF4
FT9,0.275,0.2,0.0,0.25,0.0,0.0,0.0,0.275
C4,0.2571428571428571,0.22857142857142856,0.0,0.2571428571428571,0.0,0.0,0.0,0.2571428571428571
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.275,0.2,0.0,0.25,0.0,0.0,0.0,0.275
F8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.275,0.2,0.0,0.25,0.0,0.0,0.0,0.275
