,frontalpole-lh,frontalpole-rh,insula-rh,paracentral-lh,paracentral-rh,parsorbitalis-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-lh,0.6237623762376238,0.36633663366336633,0.009900990099009901,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.2894736842105263,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.043859649122807015
insula-rh,0.0410958904109589,0.0,0.958904109589041,0.0,0.0,0.0,0.0,0.0
paracentral-lh,0.0,0.0,0.0,0.31958762886597936,0.29896907216494845,0.18556701030927836,0.0,0.1958762886597938
paracentral-rh,0.0,0.0,0.015873015873015872,0.2857142857142857,0.3492063492063492,0.19047619047619047,0.0,0.15873015873015872
parsorbitalis-rh,0.0,0.0,0.0,0.18041237113402062,0.18556701030927836,0.39690721649484534,0.0,0.23711340206185566
rostralmiddlefrontal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
temporalpole-rh,0.0,0.013392857142857142,0.0,0.1875,0.15178571428571427,0.20535714285714285,0.0,0.4419642857142857
