,P8,FT10,F8,Fp2,AF7,C5,AF8,AF4
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.6925795053003534,0.30742049469964666,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.3674321503131524,0.6325678496868476,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
