,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-lh,precentral-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.29347826086956524,0.0,0.0,0.0,0.25,0.043478260869565216,0.17391304347826086,0.2391304347826087
parsopercularis-lh,0.0,0.5833333333333334,0.041666666666666664,0.375,0.0,0.0,0.0,0.0
parstriangularis-rh,0.07692307692307693,0.15384615384615385,0.5384615384615384,0.15384615384615385,0.0,0.0,0.07692307692307693,0.0
precentral-lh,0.0,0.4146341463414634,0.04878048780487805,0.5365853658536586,0.0,0.0,0.0,0.0
precentral-rh,0.28205128205128205,0.0,0.0,0.0,0.28205128205128205,0.0,0.1794871794871795,0.2564102564102564
superiorparietal-rh,0.2857142857142857,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0
superiortemporal-lh,0.24390243902439024,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.21951219512195122,0.0,0.2804878048780488,0.21951219512195122
superiortemporal-rh,0.27631578947368424,0.0,0.0,0.0,0.27631578947368424,0.0,0.18421052631578946,0.2631578947368421
