,frontalpole-lh,frontalpole-rh,insula-lh,isthmuscingulate-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.6457564575645757,0.14206642066420663,0.0,0.0,0.0,0.0,0.21217712177121772,0.0
frontalpole-rh,0.1989389920424403,0.583554376657825,0.0,0.0,0.0,0.0,0.21750663129973474,0.0
insula-lh,0.0,0.0,0.3740875912408759,0.14963503649635038,0.28102189781021897,0.19525547445255476,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.1596958174904943,0.6901140684410646,0.15019011406844107,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.319672131147541,0.1598360655737705,0.35655737704918034,0.16393442622950818,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.36551724137931035,0.0,0.2689655172413793,0.36551724137931035,0.0,0.0
rostralanteriorcingulate-rh,0.2533632286995516,0.18385650224215247,0.0,0.0,0.0,0.0,0.5627802690582959,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
