,Fp1,O1,P4,TP10,CP2,F8,FT8,AF4
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.3670886075949367,0.0,0.0,0.3291139240506329,0.0,0.0,0.3037974683544304
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP2,0.0,0.35135135135135137,0.0,0.0,0.33783783783783783,0.0,0.0,0.3108108108108108
F8,0.0,0.0,0.0,0.0,0.0,0.47058823529411764,0.5294117647058824,0.0
FT8,0.0,0.0,0.0,0.0,0.0,0.225,0.775,0.0
AF4,0.0,0.34285714285714286,0.0,0.0,0.34285714285714286,0.0,0.0,0.3142857142857143
