,F7,FT9,TP9,TP10,F8,AFz,PO8,AF8
F7,0.36764705882352944,0.11764705882352941,0.0,0.38235294117647056,0.0,0.0,0.0,0.1323529411764706
FT9,0.25806451612903225,0.22580645161290322,0.0,0.25806451612903225,0.0,0.0,0.0,0.25806451612903225
TP9,0.0,0.0,0.26,0.0,0.28,0.28,0.18,0.0
TP10,0.3611111111111111,0.1111111111111111,0.0,0.4027777777777778,0.0,0.0,0.0,0.125
F8,0.0,0.0,0.1346153846153846,0.0,0.38461538461538464,0.3942307692307692,0.08653846153846154,0.0
AFz,0.0,0.0,0.1320754716981132,0.0,0.3867924528301887,0.39622641509433965,0.08490566037735849,0.0
PO8,0.0,0.0,0.2571428571428571,0.0,0.2571428571428571,0.2571428571428571,0.22857142857142856,0.0
AF8,0.2727272727272727,0.21212121212121213,0.0,0.2727272727272727,0.0,0.0,0.0,0.24242424242424243
