,cuneus-lh,frontalpole-rh,insula-lh,isthmuscingulate-rh,lateraloccipital-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
cuneus-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.4385786802030457,0.0,0.0,0.2101522842639594,0.0,0.04568527918781726,0.30558375634517765
insula-lh,0.0,0.0,0.809931506849315,0.0,0.0,0.04452054794520548,0.14554794520547945,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.6696035242290749,0.0,0.3303964757709251,0.0,0.0
lateraloccipital-lh,0.0,0.2024482109227872,0.0,0.0,0.5235404896421846,0.0,0.08097928436911488,0.19303201506591336
parahippocampal-rh,0.0,0.0,0.06073752711496746,0.3123644251626898,0.0,0.5292841648590022,0.09761388286334056,0.0
rostralanteriorcingulate-lh,0.0,0.07086614173228346,0.13385826771653545,0.0,0.13228346456692913,0.06771653543307087,0.462992125984252,0.13228346456692913
rostralanteriorcingulate-rh,0.0,0.30090270812437314,0.0,0.0,0.19759277833500502,0.0,0.08425275827482448,0.4172517552657974
