,frontalpole-rh,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.931129476584022,0.0,0.0,0.0,0.0,0.06887052341597796,0.0,0.0
insula-rh,0.0,0.5107227958697379,0.03891977760127085,0.15409054805401112,0.056393963463065924,0.0,0.1898332009531374,0.05003971405877681
isthmuscingulate-rh,0.0,0.052222222222222225,0.4855555555555556,0.0,0.2733333333333333,0.0,0.0,0.18888888888888888
lateralorbitofrontal-rh,0.0,0.20935412026726058,0.0,0.5244988864142539,0.0,0.0,0.2661469933184855,0.0
parahippocampal-rh,0.0,0.04890895410082769,0.1835966892400301,0.0,0.4507148231753198,0.007524454477050414,0.0,0.309255079006772
rostralanteriorcingulate-rh,0.2755102040816326,0.0,0.0,0.0,0.08163265306122448,0.5,0.0,0.14285714285714285
temporalpole-rh,0.0,0.29559748427672955,0.0,0.3081761006289308,0.0,0.0,0.39622641509433965,0.0
transversetemporal-rh,0.0,0.04316020482809071,0.12435991221653256,0.0,0.3013899049012436,0.010241404535479151,0.0,0.520848573518654
