,Fp1,Fp2,AF7,AFz,F6,AF8,AF4,F2
Fp1,0.15789473684210525,0.21052631578947367,0.21052631578947367,0.21052631578947367,0.0,0.0,0.21052631578947367,0.0
Fp2,0.06818181818181818,0.22727272727272727,0.2727272727272727,0.1590909090909091,0.0,0.0,0.2727272727272727,0.0
AF7,0.047619047619047616,0.1746031746031746,0.42857142857142855,0.1111111111111111,0.0,0.0,0.23809523809523808,0.0
AFz,0.09375,0.21875,0.25,0.1875,0.0,0.0,0.25,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.4666666666666667
AF4,0.06,0.22,0.3,0.14,0.0,0.0,0.28,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.5238095238095238,0.0,0.47619047619047616
