,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,entorhinal-lh,paracentral-rh,posteriorcingulate-lh,posteriorcingulate-rh,rostralmiddlefrontal-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.375,0.3125,0.0,0.0625,0.25,0.0,0.0,0.0
caudalanteriorcingulate-rh,0.019230769230769232,0.2692307692307692,0.0,0.2692307692307692,0.23076923076923078,0.17307692307692307,0.038461538461538464,0.0
entorhinal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
paracentral-rh,0.0,0.20408163265306123,0.0,0.2857142857142857,0.16326530612244897,0.2653061224489796,0.08163265306122448,0.0
posteriorcingulate-lh,0.022222222222222223,0.28888888888888886,0.0,0.26666666666666666,0.24444444444444444,0.15555555555555556,0.022222222222222223,0.0
posteriorcingulate-rh,0.0,0.1388888888888889,0.027777777777777776,0.25,0.08333333333333333,0.3611111111111111,0.1388888888888889,0.0
rostralmiddlefrontal-rh,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
