,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,parsorbitalis-rh,parstriangularis-lh,posteriorcingulate-rh,temporalpole-lh,temporalpole-rh
caudalmiddlefrontal-rh,0.43412526997840173,0.03455723542116631,0.11879049676025918,0.0,0.12526997840172785,0.0755939524838013,0.183585313174946,0.028077753779697623
frontalpole-lh,0.0059665871121718375,0.2350835322195704,0.19331742243436753,0.09665871121718377,0.15035799522673032,0.05608591885441527,0.11097852028639618,0.1515513126491647
frontalpole-rh,0.02829268292682927,0.16585365853658537,0.25658536585365854,0.07414634146341463,0.1775609756097561,0.02926829268292683,0.1248780487804878,0.14341463414634145
parsorbitalis-rh,0.015060240963855422,0.10240963855421686,0.07530120481927711,0.3057228915662651,0.09036144578313253,0.2213855421686747,0.043674698795180725,0.1460843373493976
parstriangularis-lh,0.037894736842105266,0.15473684210526314,0.19157894736842104,0.08526315789473685,0.22210526315789475,0.045263157894736845,0.11473684210526315,0.14842105263157895
posteriorcingulate-rh,0.13052208835341367,0.06827309236947791,0.0321285140562249,0.20883534136546184,0.060240963855421686,0.39357429718875503,0.014056224899598393,0.09236947791164658
temporalpole-lh,0.0748792270531401,0.15942028985507245,0.19444444444444445,0.059178743961352656,0.1642512077294686,0.013285024154589372,0.24033816425120774,0.09420289855072464
temporalpole-rh,0.00395778364116095,0.1503957783641161,0.1517150395778364,0.1437994722955145,0.13984168865435356,0.08575197889182058,0.06728232189973615,0.25725593667546176
