,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.4146341463414634,0.0,0.0,0.14634146341463414,0.21951219512195122,0.21951219512195122,0.0,0.0
parsopercularis-lh,0.0,0.5833333333333334,0.10416666666666667,0.0,0.10416666666666667,0.041666666666666664,0.0,0.16666666666666666
parstriangularis-rh,0.0,0.06382978723404255,0.48936170212765956,0.10638297872340426,0.19148936170212766,0.14893617021276595,0.0,0.0
precentral-rh,0.09876543209876543,0.0,0.08641975308641975,0.345679012345679,0.2345679012345679,0.2345679012345679,0.0,0.0
superiorfrontal-lh,0.12790697674418605,0.03488372093023256,0.13953488372093023,0.18604651162790697,0.26744186046511625,0.2441860465116279,0.0,0.0
superiorfrontal-rh,0.13580246913580246,0.012345679012345678,0.1111111111111111,0.20987654320987653,0.2716049382716049,0.25925925925925924,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.36
superiortemporal-rh,0.0,0.1951219512195122,0.0,0.0,0.0,0.0,0.1951219512195122,0.6097560975609756
