,entorhinal-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,parahippocampal-lh,rostralanteriorcingulate-rh,temporalpole-lh,transversetemporal-rh
entorhinal-lh,0.7429906542056075,0.0,0.0,0.0,0.2570093457943925,0.0,0.0,0.0
frontalpole-lh,0.0,0.5904059040590406,0.08118081180811808,0.0,0.0,0.11070110701107011,0.2066420664206642,0.01107011070110701
frontalpole-rh,0.0,0.10084033613445378,0.8151260504201681,0.004201680672268907,0.0,0.07983193277310924,0.0,0.0
lateralorbitofrontal-lh,0.0,0.0,0.0,0.9885057471264368,0.0,0.0,0.0,0.011494252873563218
parahippocampal-lh,0.19572953736654805,0.0,0.0,0.0,0.8042704626334519,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.1326530612244898,0.0663265306122449,0.0,0.0,0.6683673469387755,0.0,0.1326530612244898
temporalpole-lh,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.706766917293233,0.07894736842105263
transversetemporal-rh,0.0,0.005376344086021506,0.0,0.021505376344086023,0.0,0.11827956989247312,0.0913978494623656,0.7634408602150538
