,caudalanteriorcingulate-lh,entorhinal-lh,frontalpole-rh,parsopercularis-rh,parsorbitalis-rh,parstriangularis-rh,temporalpole-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.9333333333333333,0.0,0.05,0.016666666666666666,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.7105263157894737,0.21052631578947367,0.07894736842105263,0.0,0.0,0.0,0.0
frontalpole-rh,0.04827586206896552,0.13793103448275862,0.6,0.1310344827586207,0.0,0.0,0.08275862068965517,0.0
parsopercularis-rh,0.0,0.05982905982905983,0.1623931623931624,0.7606837606837606,0.0,0.017094017094017096,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.18823529411764706,0.0,0.0,0.0,0.8117647058823529,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
