,Fp1,FT10,F4,F8,Fp2,AF7,FT7,AF4
Fp1,0.2,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.26666666666666666
FT10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.09375,0.0,0.0,0.28125,0.0,0.0,0.3125,0.3125
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.061224489795918366,0.0,0.0,0.1836734693877551,0.0,0.0,0.5510204081632653,0.20408163265306123
AF4,0.09375,0.0,0.0,0.28125,0.0,0.0,0.3125,0.3125
