,F7,FT9,F8,Fp2,AFz,AF8,AF4,F2
F7,0.40540540540540543,0.40540540540540543,0.009009009009009009,0.0,0.0,0.0,0.0,0.18018018018018017
FT9,0.3671875,0.4296875,0.046875,0.0,0.0,0.0,0.0,0.15625
F8,0.15,0.4,0.4,0.0,0.0,0.0,0.0,0.05
Fp2,0.0,0.0,0.0,0.336,0.328,0.336,0.0,0.0
AFz,0.0,0.0,0.008,0.304,0.36,0.328,0.0,0.0
AF8,0.0,0.0,0.0,0.312,0.352,0.336,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.3389830508474576,0.3389830508474576,0.0,0.0,0.0,0.0,0.0,0.3220338983050847
