,frontalpole-lh,frontalpole-rh,inferiorparietal-rh,lateraloccipital-rh,parsorbitalis-lh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.22857142857142856,0.2571428571428571,0.0,0.0,0.0,0.0,0.2571428571428571,0.2571428571428571
frontalpole-rh,0.17777777777777778,0.26666666666666666,0.0,0.0,0.0,0.0,0.26666666666666666,0.28888888888888886
inferiorparietal-rh,0.0,0.0,0.4827586206896552,0.4482758620689655,0.0,0.06896551724137931,0.0,0.0
lateraloccipital-rh,0.0,0.0,0.46875,0.4375,0.0,0.09375,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.2222222222222222,0.25925925925925924,0.0,0.5185185185185185,0.0,0.0
rostralanteriorcingulate-lh,0.19047619047619047,0.2619047619047619,0.0,0.0,0.0,0.0,0.2619047619047619,0.2857142857142857
rostralanteriorcingulate-rh,0.17073170731707318,0.2682926829268293,0.0,0.0,0.0,0.0,0.2682926829268293,0.2926829268292683
