,caudalmiddlefrontal-rh,postcentral-lh,superiorfrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.20987654320987653,0.08024691358024691,0.1728395061728395,0.1728395061728395,0.043209876543209874,0.1728395061728395,0.0,0.14814814814814814
postcentral-lh,0.11627906976744186,0.2868217054263566,0.08527131782945736,0.14728682170542637,0.10852713178294573,0.09302325581395349,0.06976744186046512,0.09302325581395349
superiorfrontal-lh,0.17682926829268292,0.06707317073170732,0.2073170731707317,0.15853658536585366,0.018292682926829267,0.20121951219512196,0.0,0.17073170731707318
superiorfrontal-rh,0.18292682926829268,0.10975609756097561,0.16463414634146342,0.20121951219512196,0.042682926829268296,0.15853658536585366,0.0,0.1402439024390244
superiorparietal-lh,0.09333333333333334,0.16,0.04,0.09333333333333334,0.44,0.02666666666666667,0.12,0.02666666666666667
superiorparietal-rh,0.15384615384615385,0.07692307692307693,0.1834319526627219,0.14792899408284024,0.005917159763313609,0.25443786982248523,0.0,0.17751479289940827
superiortemporal-lh,0.0,0.17777777777777778,0.0,0.0,0.2222222222222222,0.0,0.6,0.0
supramarginal-lh,0.16352201257861634,0.08176100628930817,0.18238993710691823,0.15723270440251572,0.012578616352201259,0.20125786163522014,0.0,0.20125786163522014
