,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.12326043737574553,0.0,0.0,0.0,0.0,0.02982107355864811,0.02982107355864811,0.0,0.0,0.0,0.0,0.0,0.0,0.10536779324055666,0.0,0.0,0.0,0.0,0.027833001988071572,0.0,0.02186878727634195,0.05765407554671968,0.003976143141153081,0.013916500994035786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019880715705765408,0.0,0.0,0.013916500994035786,0.0,0.061630218687872766,0.12524850894632206,0.10337972166998012,0.0,0.11530815109343936,0.0,0.0,0.0,0.1272365805168986,0.007952286282306162,0.0,0.0,0.0,0.0,0.009940357852882704,0.0,0.0019880715705765406,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.05657492354740061,0.0,0.0,0.0,0.0481651376146789,0.05045871559633028,0.05733944954128441,0.0,0.053516819571865444,0.0,0.05198776758409786,0.0,0.04969418960244648,0.05733944954128441,0.0,0.0191131498470948,0.0,0.0,0.0,0.0,0.035168195718654434,0.0,0.05504587155963303,0.0,0.0481651376146789,0.0,0.0,0.04128440366972477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05733944954128441,0.0,0.047400611620795105,0.0,0.04357798165137615,0.0,0.0,0.035168195718654434,0.039755351681957186,0.053516819571865444,0.0,0.0,0.04510703363914373,0.0,0.0,0.0,0.00764525993883792,0.046636085626911315
FC1,0.0,0.08,0.0,0.0,0.0,0.0,0.09142857142857143,0.08571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.045714285714285714,0.0,0.0,0.0,0.0,0.08,0.0,0.06285714285714286,0.022857142857142857,0.011428571428571429,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0,0.04,0.0,0.04,0.08,0.06857142857142857,0.0,0.05142857142857143,0.0,0.0,0.0,0.08571428571428572,0.022857142857142857,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.005714285714285714,0.0,0.0,0.0,0.0
C3,0.0,0.07329842931937172,0.0,0.0,0.0,0.0,0.08376963350785341,0.16230366492146597,0.0,0.0,0.0,0.0,0.0,0.0,0.041884816753926704,0.0,0.0,0.0,0.0,0.07329842931937172,0.0,0.05759162303664921,0.020942408376963352,0.010471204188481676,0.03664921465968586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05235602094240838,0.0,0.0,0.03664921465968586,0.0,0.03664921465968586,0.07329842931937172,0.06282722513089005,0.0,0.04712041884816754,0.0,0.0,0.0,0.07853403141361257,0.020942408376963352,0.0,0.0,0.0,0.0,0.02617801047120419,0.0,0.005235602094240838,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.05228215767634855,0.0,0.0,0.0,0.051452282157676346,0.05228215767634855,0.05228215767634855,0.0,0.05228215767634855,0.0,0.05228215767634855,0.0,0.048132780082987554,0.05228215767634855,0.0,0.02074688796680498,0.0,0.0,0.0,0.0,0.038174273858921165,0.0,0.051452282157676346,0.0,0.04730290456431535,0.0,0.0,0.044813278008298756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05228215767634855,0.0,0.051452282157676346,0.0,0.04398340248962656,0.0,0.0,0.038174273858921165,0.043153526970954356,0.051452282157676346,0.0,0.0,0.04896265560165975,0.0,0.0,0.0,0.008298755186721992,0.046473029045643155
CP5,0.0,0.0,0.0,0.0,0.0,0.05331179321486268,0.0,0.0,0.0,0.05088852988691438,0.05250403877221325,0.05331179321486268,0.0,0.05331179321486268,0.0,0.05331179321486268,0.0,0.048465266558966075,0.05331179321486268,0.0,0.020193861066235864,0.0,0.0,0.0,0.0,0.03715670436187399,0.0,0.051696284329563816,0.0,0.04765751211631664,0.0,0.0,0.04361873990306947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05331179321486268,0.0,0.050080775444264945,0.0,0.0444264943457189,0.0,0.0,0.03715670436187399,0.0420032310177706,0.051696284329563816,0.0,0.0,0.04765751211631664,0.0,0.0,0.0,0.008077544426494346,0.046849757673667204
CP1,0.0,0.0,0.0,0.0,0.0,0.04823151125401929,0.0,0.0,0.0,0.04051446945337621,0.04244372990353698,0.0932475884244373,0.0,0.04694533762057878,0.0,0.04372990353697749,0.0,0.04180064308681672,0.08745980707395498,0.0,0.01607717041800643,0.0,0.0,0.0,0.0,0.029581993569131833,0.0,0.08102893890675242,0.0,0.04051446945337621,0.0,0.0,0.03472668810289389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08553054662379421,0.0,0.03987138263665595,0.0,0.036655948553054665,0.0,0.0,0.029581993569131833,0.033440514469453377,0.04501607717041801,0.0,0.0,0.037942122186495175,0.0,0.0,0.0,0.006430868167202572,0.03922829581993569
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.05564142194744977,0.0,0.0,0.0,0.04868624420401855,0.05100463678516229,0.05641421947449768,0.0,0.05564142194744977,0.0,0.05255023183925812,0.0,0.04945904173106646,0.05641421947449768,0.0,0.019319938176197836,0.0,0.0,0.0,0.0,0.03554868624420402,0.0,0.05255023183925812,0.0,0.04868624420401855,0.0,0.0,0.04173106646058733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05564142194744977,0.0,0.04791344667697063,0.0,0.04404945904173107,0.0,0.0,0.03554868624420402,0.0401854714064915,0.05255023183925812,0.0,0.0,0.04559505409582689,0.0,0.0,0.0,0.0077279752704791345,0.04714064914992272
P7,0.0,0.11498973305954825,0.0,0.0,0.0,0.0,0.018480492813141684,0.018480492813141684,0.0,0.0,0.0,0.0,0.0,0.0,0.12320328542094455,0.0,0.0,0.0,0.0,0.018480492813141684,0.0,0.018480492813141684,0.07392197125256673,0.004106776180698152,0.014373716632443531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018480492813141684,0.0,0.0,0.014373716632443531,0.0,0.06570841889117043,0.1273100616016427,0.0944558521560575,0.0,0.1273100616016427,0.0,0.0,0.0,0.1273100616016427,0.008213552361396304,0.0,0.0,0.0,0.0,0.01026694045174538,0.0,0.002053388090349076,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.05379746835443038,0.0,0.0,0.0,0.0490506329113924,0.05063291139240506,0.05379746835443038,0.0,0.05379746835443038,0.0,0.05300632911392405,0.0,0.049841772151898736,0.05379746835443038,0.0,0.01977848101265823,0.0,0.0,0.0,0.0,0.03639240506329114,0.0,0.05300632911392405,0.0,0.0490506329113924,0.0,0.0,0.04272151898734177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05379746835443038,0.0,0.0490506329113924,0.0,0.04509493670886076,0.0,0.0,0.03639240506329114,0.04113924050632911,0.05300632911392405,0.0,0.0,0.04667721518987342,0.0,0.0,0.0,0.007911392405063292,0.048259493670886076
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.05058365758754864,0.0,0.0,0.0,0.04357976653696498,0.045136186770428015,0.05058365758754864,0.0,0.04824902723735409,0.0,0.047470817120622566,0.0,0.08638132295719844,0.05058365758754864,0.0,0.019455252918287938,0.0,0.0,0.0,0.0,0.0357976653696498,0.0,0.06770428015564202,0.0,0.0490272373540856,0.0,0.0,0.04202334630350195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05058365758754864,0.0,0.04357976653696498,0.0,0.0443579766536965,0.0,0.0,0.0357976653696498,0.04046692607003891,0.05058365758754864,0.0,0.0,0.042801556420233464,0.0,0.0,0.0,0.007782101167315175,0.047470817120622566
P4,0.0,0.0,0.0,0.0,0.0,0.047862156987874924,0.0,0.0,0.0,0.04020421186981493,0.042118698149329926,0.08423739629865985,0.0,0.04594767070835992,0.0,0.04339502233567326,0.0,0.041480536056158264,0.09763880025526483,0.0,0.01595405232929164,0.0,0.0,0.0,0.0,0.029355456285896617,0.0,0.0816847479259732,0.0,0.04020421186981493,0.0,0.0,0.03446075303126994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08934269304403318,0.0,0.03956604977664327,0.0,0.036375239310784936,0.0,0.0,0.029355456285896617,0.03318442884492661,0.04467134652201659,0.0,0.0,0.03765156349712827,0.0,0.0,0.0,0.006381620931716656,0.0389278876834716
P8,0.0,0.08045977011494253,0.0,0.0,0.0,0.0,0.08620689655172414,0.08620689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.04597701149425287,0.0,0.0,0.0,0.0,0.08045977011494253,0.0,0.06321839080459771,0.022988505747126436,0.011494252873563218,0.040229885057471264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05747126436781609,0.0,0.0,0.040229885057471264,0.0,0.040229885057471264,0.08045977011494253,0.06896551724137931,0.0,0.05172413793103448,0.0,0.0,0.0,0.08620689655172414,0.022988505747126436,0.0,0.0,0.0,0.0,0.028735632183908046,0.0,0.005747126436781609,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.04681647940074907,0.0,0.0,0.0,0.04681647940074907,0.04681647940074907,0.04681647940074907,0.0,0.04681647940074907,0.0,0.04681647940074907,0.0,0.04681647940074907,0.04681647940074907,0.0,0.0449438202247191,0.0,0.0,0.0,0.0,0.04681647940074907,0.0,0.04681647940074907,0.0,0.04681647940074907,0.0,0.0,0.04681647940074907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04681647940074907,0.0,0.04681647940074907,0.0,0.04681647940074907,0.0,0.0,0.04681647940074907,0.04681647940074907,0.04681647940074907,0.0,0.0,0.04681647940074907,0.0,0.0,0.0,0.018726591760299626,0.04681647940074907
CP6,0.0,0.07547169811320754,0.0,0.0,0.0,0.0,0.07547169811320754,0.07547169811320754,0.0,0.0,0.0,0.0,0.0,0.0,0.050314465408805034,0.0,0.0,0.0,0.0,0.07547169811320754,0.0,0.06918238993710692,0.025157232704402517,0.012578616352201259,0.0440251572327044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06289308176100629,0.0,0.0,0.0440251572327044,0.0,0.0440251572327044,0.07547169811320754,0.07547169811320754,0.0,0.05660377358490566,0.0,0.0,0.0,0.07547169811320754,0.025157232704402517,0.0,0.0,0.0,0.0,0.031446540880503145,0.0,0.006289308176100629,0.0,0.0,0.0,0.0
CP2,0.0,0.09248554913294797,0.0,0.0,0.0,0.0,0.014450867052023121,0.014450867052023121,0.0,0.0,0.0,0.0,0.0,0.0,0.11271676300578035,0.0,0.0,0.0,0.0,0.014450867052023121,0.0,0.014450867052023121,0.12716763005780346,0.005780346820809248,0.014450867052023121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014450867052023121,0.0,0.0,0.014450867052023121,0.0,0.08670520231213873,0.1329479768786127,0.06358381502890173,0.0,0.13005780346820808,0.0,0.0,0.0,0.11849710982658959,0.011560693641618497,0.0,0.0,0.0,0.0,0.014450867052023121,0.0,0.002890173410404624,0.0,0.0,0.0,0.0
Cz,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.037037037037037035,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.018518518518518517,0.0,0.0,0.0,0.0
C4,0.0,0.064,0.0,0.0,0.0,0.0,0.064,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0,0.0,0.064,0.0,0.064,0.032,0.016,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.056,0.0,0.056,0.064,0.064,0.0,0.064,0.0,0.0,0.0,0.064,0.032,0.0,0.0,0.0,0.0,0.04,0.0,0.008,0.0,0.0,0.0,0.0
