,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-rh
frontalpole-lh,0.3,0.2833333333333333,0.0,0.0,0.21666666666666667,0.016666666666666666,0.0,0.18333333333333332
frontalpole-rh,0.22388059701492538,0.26865671641791045,0.0,0.0,0.23880597014925373,0.05970149253731343,0.0,0.208955223880597
lateralorbitofrontal-lh,0.0,0.0,0.3472222222222222,0.3194444444444444,0.0,0.0,0.3333333333333333,0.0
medialorbitofrontal-lh,0.0,0.0,0.33783783783783783,0.32432432432432434,0.0,0.0,0.33783783783783783,0.0
medialorbitofrontal-rh,0.16666666666666666,0.21212121212121213,0.0,0.0,0.25757575757575757,0.10606060606060606,0.0,0.25757575757575757
parsopercularis-rh,0.0,0.08,0.0,0.0,0.2,0.48,0.0,0.24
rostralanteriorcingulate-lh,0.0,0.0,0.3472222222222222,0.3194444444444444,0.0,0.0,0.3333333333333333,0.0
rostralmiddlefrontal-rh,0.15,0.2,0.0,0.0,0.25,0.13333333333333333,0.0,0.26666666666666666
