,bankssts-lh,caudalmiddlefrontal-rh,cuneus-lh,cuneus-rh,frontalpole-lh,frontalpole-rh,pericalcarine-rh,rostralmiddlefrontal-lh
bankssts-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caudalmiddlefrontal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-lh,0.0,0.0,0.4,0.0,0.0,0.0,0.3111111111111111,0.28888888888888886
cuneus-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.0,0.0,0.5357142857142857,0.4642857142857143,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.0,0.46875,0.53125,0.0,0.0
pericalcarine-rh,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.35555555555555557,0.37777777777777777
rostralmiddlefrontal-lh,0.0,0.0,0.2619047619047619,0.0,0.0,0.0,0.35714285714285715,0.38095238095238093
