,Fz,P3,P8,AFz,CP3,P1,P5,PO3
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.9969040247678018,0.0030959752321981426,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.22992700729927007,0.0,0.1897810218978102,0.19343065693430658,0.19343065693430658,0.19343065693430658
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.03968253968253968,0.0,0.24126984126984127,0.24047619047619048,0.23809523809523808,0.24047619047619048
P1,0.0,0.0,0.04031620553359684,0.0,0.24110671936758893,0.24031620553359684,0.23794466403162054,0.24031620553359684
P5,0.0,0.0,0.0408,0.0,0.2384,0.2384,0.2416,0.2408
PO3,0.0,0.0,0.04050833995234313,0.0,0.2390786338363781,0.23828435266084194,0.2414614773629865,0.24066719618745036
