,Fz,P3,P8,AFz,CP3,P1,P5,PO3
Fz,0.8393194706994329,0.03339634530560807,0.0,0.0,0.03276622558286074,0.03276622558286074,0.0315059861373661,0.030245746691871456
P3,0.06742857142857143,0.888,0.001142857142857143,0.04342857142857143,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.7401347449470644,0.05678537054860443,0.05004812319538017,0.05101058710298364,0.05101058710298364,0.05101058710298364
AFz,0.0,0.02619047619047619,0.03333333333333333,0.7875,0.0375,0.0375,0.03869047619047619,0.039285714285714285
CP3,0.015226746110559417,0.0,0.0165508109897385,0.022178086726249588,0.2370076133730553,0.2370076133730553,0.23535253227408143,0.2366765971532605
P1,0.015221707478491065,0.0,0.016876240900066182,0.022170747849106553,0.2369291859695566,0.2369291859695566,0.23527465254798147,0.23659827928524158
P5,0.014652014652014652,0.0,0.016983016983016984,0.022977022977022976,0.23443223443223443,0.2340992340992341,0.2390942390942391,0.23776223776223776
PO3,0.013972055888223553,0.0,0.016966067864271458,0.023286759813705923,0.2351962741184298,0.2345309381237525,0.2381902860944777,0.23785761809713907
