,Fp1,TP9,TP10,Fp2,AF7,F1,P1,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.5039619651347068,0.10935023771790808,0.3866877971473851
P1,0.0,0.0,0.0,0.0,0.0,0.21371610845295055,0.6762360446570973,0.11004784688995216
AF8,0.0,0.0,0.0,0.0,0.0,0.4076222038111019,0.06048053024026512,0.531897265948633
