,FC2,F4,F8,AFz,F1,CPz,C6,F2
FC2,0.39325842696629215,0.0,0.0,0.0,0.0,0.32865168539325845,0.0,0.27808988764044945
F4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.5084745762711864,0.0,0.0,0.4915254237288136,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.21223021582733814,0.0,0.0,0.0,0.0,0.4370503597122302,0.0,0.35071942446043164
C6,0.0,0.0,0.0,0.41134751773049644,0.0,0.0,0.5886524822695035,0.0
F2,0.17773788150807898,0.0,0.0,0.0,0.0,0.3464991023339318,0.0,0.4757630161579892
