,FC2,F4,F8,AFz,F1,CPz,C6,F2
FC2,0.39325842696629215,0.0,0.0,0.0,0.0,0.32865168539325845,0.0,0.27808988764044945
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.5192307692307693,0.0,0.0,0.4807692307692308,0.0
F1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPz,0.3532934131736527,0.0,0.0,0.0,0.0,0.3502994011976048,0.0,0.2964071856287425
C6,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
F2,0.3344594594594595,0.0,0.0,0.0,0.0,0.3344594594594595,0.0,0.3310810810810811
