,FT9,FC6,F4,AF3,AFz,AF8,F2,FCz
FT9,0.47692307692307695,0.0,0.03076923076923077,0.0,0.49230769230769234,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.375,0.0,0.25,0.0,0.375,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
AFz,0.4246575342465753,0.0,0.0273972602739726,0.0,0.547945205479452,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.47085201793721976,0.0,0.0,0.5291479820627802,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
