,F7,P3,Cz,F5,P1,PO3,POz,PO8
F7,0.34065934065934067,0.0,0.0,0.0,0.32967032967032966,0.32967032967032966,0.0,0.0
P3,0.0,0.24516129032258063,0.23225806451612904,0.24516129032258063,0.0,0.0,0.0967741935483871,0.18064516129032257
Cz,0.0,0.25,0.23684210526315788,0.23684210526315788,0.0,0.0,0.09210526315789473,0.18421052631578946
F5,0.0,0.23026315789473684,0.21710526315789475,0.27631578947368424,0.006578947368421052,0.0,0.10526315789473684,0.16447368421052633
P1,0.3106796116504854,0.0,0.0,0.0,0.39805825242718446,0.2912621359223301,0.0,0.0
PO3,0.3372093023255814,0.0,0.0,0.0,0.32558139534883723,0.3372093023255814,0.0,0.0
POz,0.0,0.19718309859154928,0.18309859154929578,0.23943661971830985,0.0,0.0,0.22535211267605634,0.15492957746478872
PO8,0.0,0.2366412213740458,0.2366412213740458,0.21374045801526717,0.0,0.0,0.0916030534351145,0.22137404580152673
