,P3,Cz,F5,P5,PO3,POz,F6,AF8
P3,0.24175824175824176,0.2032967032967033,0.24725274725274726,0.005494505494505495,0.0,0.2087912087912088,0.09340659340659341,0.0
Cz,0.23636363636363636,0.22424242424242424,0.23030303030303031,0.0,0.0,0.20606060606060606,0.10303030303030303,0.0
F5,0.22702702702702704,0.1891891891891892,0.25405405405405407,0.021621621621621623,0.0,0.21621621621621623,0.0918918918918919,0.0
P5,0.0,0.0,0.017543859649122806,0.5087719298245614,0.45614035087719296,0.017543859649122806,0.0,0.0
PO3,0.0,0.0,0.0,0.494949494949495,0.5050505050505051,0.0,0.0,0.0
POz,0.22424242424242424,0.18787878787878787,0.24242424242424243,0.024242424242424242,0.0,0.23636363636363636,0.08484848484848485,0.0
F6,0.20689655172413793,0.20689655172413793,0.20689655172413793,0.0,0.0,0.19540229885057472,0.1839080459770115,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
