,caudalmiddlefrontal-lh,postcentral-lh,precentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.226890756302521,0.11764705882352941,0.10084033613445378,0.15126050420168066,0.15966386554621848,0.10084033613445378,0.14285714285714285,0.0
postcentral-lh,0.08383233532934131,0.23353293413173654,0.11976047904191617,0.11377245508982035,0.10778443113772455,0.11976047904191617,0.1377245508982036,0.08383233532934131
precentral-lh,0.08870967741935484,0.1774193548387097,0.21774193548387097,0.10483870967741936,0.10483870967741936,0.16129032258064516,0.11290322580645161,0.03225806451612903
rostralmiddlefrontal-lh,0.128,0.176,0.112,0.232,0.088,0.112,0.128,0.024
rostralmiddlefrontal-rh,0.16666666666666666,0.14166666666666666,0.10833333333333334,0.1,0.275,0.08333333333333333,0.125,0.0
superiortemporal-lh,0.08943089430894309,0.16260162601626016,0.16260162601626016,0.11382113821138211,0.07317073170731707,0.25203252032520324,0.11382113821138211,0.032520325203252036
superiortemporal-rh,0.13432835820895522,0.17164179104477612,0.1044776119402985,0.11940298507462686,0.11194029850746269,0.11194029850746269,0.22388059701492538,0.022388059701492536
supramarginal-lh,0.0,0.24074074074074073,0.037037037037037035,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.5740740740740741
