,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.3305785123966942,0.16033057851239668,0.06776859504132231,0.0,0.1669421487603306,0.2578512396694215,0.0,0.01652892561983471
frontalpole-rh,0.22602739726027396,0.228310502283105,0.09360730593607305,0.0,0.2100456621004566,0.2328767123287671,0.0,0.0091324200913242
insula-lh,0.2019704433497537,0.2019704433497537,0.1921182266009852,0.0,0.2019704433497537,0.2019704433497537,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.23653395784543327,0.22014051522248243,0.0936768149882904,0.0,0.22950819672131148,0.21779859484777517,0.0,0.00234192037470726
medialorbitofrontal-rh,0.22518518518518518,0.14814814814814814,0.05925925925925926,0.0,0.1348148148148148,0.35259259259259257,0.054814814814814816,0.025185185185185185
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.1881720430107527,0.8118279569892473,0.0
rostralanteriorcingulate-rh,0.18604651162790697,0.046511627906976744,0.0,0.0,0.0,0.3488372093023256,0.0,0.4186046511627907
