,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.689064558629776,0.028985507246376812,0.039525691699604744,0.04216073781291173,0.03162055335968379,0.02766798418972332,0.09354413702239789,0.04743083003952569
frontalpole-rh,0.017297297297297298,0.5621621621621622,0.05189189189189189,0.19675675675675675,0.012972972972972972,0.017297297297297298,0.0972972972972973,0.04432432432432432
medialorbitofrontal-lh,0.036036036036036036,0.05405405405405406,0.5427927927927928,0.14864864864864866,0.0033783783783783786,0.1463963963963964,0.060810810810810814,0.007882882882882882
medialorbitofrontal-rh,0.020061728395061727,0.14660493827160495,0.10802469135802469,0.41358024691358025,0.021604938271604937,0.08719135802469136,0.16820987654320987,0.034722222222222224
parahippocampal-rh,0.03347280334728033,0.01394700139470014,0.009762900976290097,0.03626220362622036,0.7754532775453278,0.02092050209205021,0.043235704323570434,0.06694560669456066
parsorbitalis-rh,0.027237354085603113,0.018158236057068743,0.1867704280155642,0.14526588845654995,0.018158236057068743,0.503242542153048,0.07911802853437094,0.02204928664072633
rostralanteriorcingulate-rh,0.051639344262295085,0.06721311475409836,0.054098360655737705,0.18360655737704917,0.028688524590163935,0.05983606557377049,0.489344262295082,0.06557377049180328
temporalpole-lh,0.03337041156840934,0.05005561735261402,0.010011123470522803,0.05116796440489433,0.048943270300333706,0.020022246941045607,0.09788654060066741,0.6885428253615128
