,caudalmiddlefrontal-rh,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh
caudalmiddlefrontal-rh,0.9454545454545454,0.0,0.0,0.0,0.0,0.0,0.05454545454545454,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.5853658536585366,0.0,0.14227642276422764,0.10569105691056911,0.0,0.16666666666666666
insula-lh,0.0,0.0,0.0,0.541871921182266,0.027093596059113302,0.3645320197044335,0.0665024630541872,0.0
insula-rh,0.0,0.0,0.14418604651162792,0.04186046511627907,0.641860465116279,0.08372093023255814,0.08837209302325581,0.0
parahippocampal-lh,0.0,0.0,0.05664488017429194,0.3137254901960784,0.04357298474945534,0.4466230936819172,0.08278867102396514,0.05664488017429194
parahippocampal-rh,0.043478260869565216,0.0,0.0,0.11956521739130435,0.09239130434782608,0.18478260869565216,0.5597826086956522,0.0
rostralanteriorcingulate-lh,0.004739336492890996,0.0,0.17535545023696683,0.0,0.0,0.11848341232227488,0.0,0.7014218009478673
