,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-rh
frontalpole-lh,0.6027397260273972,0.3698630136986301,0.0,0.0,0.0,0.0,0.0273972602739726,0.0
frontalpole-rh,0.4716981132075472,0.5283018867924528,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.46511627906976744,0.3488372093023256,0.0,0.18604651162790697,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.25892857142857145,0.4642857142857143,0.0,0.25,0.026785714285714284,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.1111111111111111,0.19047619047619047,0.0,0.4523809523809524,0.24603174603174602,0.0
rostralmiddlefrontal-lh,0.06,0.0,0.0,0.01,0.0,0.27,0.66,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
