,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,lingual-rh,medialorbitofrontal-rh,parahippocampal-rh
caudalanteriorcingulate-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5867052023121387,0.1791907514450867,0.0,0.0,0.0,0.23410404624277456,0.0
frontalpole-rh,0.0,0.20711974110032363,0.5372168284789643,0.0,0.0,0.0,0.255663430420712,0.0
fusiform-rh,0.0,0.0,0.0,0.3615257048092869,0.27197346600331673,0.13764510779436154,0.0,0.22885572139303484
inferiortemporal-rh,0.0,0.0,0.0,0.25742574257425743,0.32673267326732675,0.16996699669966997,0.0,0.24587458745874588
lingual-rh,0.0,0.0,0.0,0.189873417721519,0.24050632911392406,0.369620253164557,0.0,0.2
medialorbitofrontal-rh,0.0,0.23835616438356164,0.2328767123287671,0.0,0.0,0.0,0.5287671232876713,0.0
parahippocampal-rh,0.0,0.0,0.0,0.2533589251439539,0.29366602687140114,0.16698656429942418,0.0,0.28598848368522073
