,cuneus-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parsopercularis-rh,pericalcarine-lh,pericalcarine-rh,superiorparietal-lh
cuneus-rh,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.3088235294117647,0.27941176470588236
frontalpole-lh,0.0,0.6851851851851852,0.3148148148148148,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.5151515151515151,0.48484848484848486,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.5609756097560976,0.0,0.43902439024390244,0.0,0.0
parsopercularis-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pericalcarine-lh,0.0,0.0,0.0,0.5142857142857142,0.0,0.4857142857142857,0.0,0.0
pericalcarine-rh,0.31666666666666665,0.0,0.0,0.0,0.0,0.0,0.35,0.3333333333333333
superiorparietal-lh,0.28846153846153844,0.0,0.0,0.0,0.0,0.0,0.3269230769230769,0.38461538461538464
